Brand Name,Price (INR),Product Name,Image URLs
CATLEO,"Rs.3,199.00",Chelsea Slip-On Boots,"['https://assets.ajio.com/medias/sys_master/root/20230623/LsjJ/6495d12ea9b42d15c9cb1401/catleo_grey_chelsea_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/LsjJ/6495d12ea9b42d15c9cb13f0/catleo_grey_chelsea_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230623/LsjJ/6495d12ea9b42d15c9cb13ec/catleo_grey_chelsea_slip-on_boots.jpg']"
Hats Off Accessories,"Rs.3,009.00",Chelsea Boots with Genuine leather upper,"['https://assets.ajio.com/medias/sys_master/root/20230421/Ttaj/6441b105907deb497af7f94c/hats_off_accessories_brown_chelsea_boots_with_genuine_leather_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230421/Ttaj/6441b105907deb497af7f941/hats_off_accessories_brown_chelsea_boots_with_genuine_leather_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230421/Ttaj/6441b105907deb497af7f93e/hats_off_accessories_brown_chelsea_boots_with_genuine_leather_upper.jpg']"
LOUIS STITCH,"Rs.4,140.00",Slip-On Ankle-Length Chelsea Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230731/6Krv/64c7a39ca9b42d15c97c5620/louis_stitch_obsidian_black_slip-on_ankle-length_chelsea_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230731/6Krv/64c7a39ca9b42d15c97c5614/louis_stitch_obsidian_black_slip-on_ankle-length_chelsea_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230731/6Krv/64c7a39ca9b42d15c97c5611/louis_stitch_obsidian_black_slip-on_ankle-length_chelsea_boots_with_zip_closure.jpg']"
SAN FRISSCO,"Rs.6,995.00",Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20220618/OeDn/62acf025f997dd03e28fd21e/san_frissco_olive_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220618/OeDn/62acf025f997dd03e28fd20f/san_frissco_olive_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220618/OeDn/62acf025f997dd03e28fd20b/san_frissco_olive_lace-up_ankle-length_boots.jpg']"
ZOOM SHOES,"Rs.2,624.00",Leather Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230628/xu7V/649b9c33a9b42d15c9047e26/zoom_shoes_brown_leather_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/xu7V/649b9c33a9b42d15c9047e19/zoom_shoes_brown_leather_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/xu7V/649b9c33a9b42d15c9047e14/zoom_shoes_brown_leather_ankle-length_lace-up_boots.jpg']"
LOUIS STITCH,"Rs.4,140.00",Round-Toe Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230731/piLs/64c7f0faa9b42d15c97d46ff/louis_stitch_american_brown_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230731/piLs/64c7f0faa9b42d15c97d46ee/louis_stitch_american_brown_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230731/piLs/64c7f0faa9b42d15c97d46ea/louis_stitch_american_brown_round-toe_ankle-length_lace-up_boots.jpg']"
shences,"Rs.1,700.00",Round-Toe Ankle-Length Lace-up Boots,"['https://assets.ajio.com/medias/sys_master/root/20220806/pc3D/62ee39e7f997dd03e22affe0/shences_black_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/pc3D/62ee39e7f997dd03e22affd6/shences_black_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/pc3D/62ee39e7f997dd03e22affd3/shences_black_round-toe_ankle-length_lace-up_boots.jpg']"
shences,"Rs.1,800.00",Textured Lace-up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220806/CbyY/62ee3a6aaeb26921afcde660/shences_black_textured_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/CbyY/62ee3a6aaeb26921afcde658/shences_black_textured_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/CbyY/62ee3a6aaeb26921afcde656/shences_black_textured_lace-up_boots_.jpg']"
Bruno Manetti,"Rs.1,320.00",Boots with Buckle Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230602/vNft/647934bbd55b7d0c6337113d/bruno_manetti_black_boots_with_buckle_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/vNft/647934bbd55b7d0c63371129/bruno_manetti_black_boots_with_buckle_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/vNft/647934bbd55b7d0c63371124/bruno_manetti_black_boots_with_buckle_fastening.jpg']"
Bruno Manetti,Rs.990.00,Suede Lace-Up Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/1rpC/64791133d55b7d0c6332c6d7/bruno_manetti_blue_suede_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/1rpC/64791133d55b7d0c6332c6c2/bruno_manetti_blue_suede_lace-up_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/1rpC/64791133d55b7d0c6332c6bc/bruno_manetti_blue_suede_lace-up_ankle-length_boots.jpg']"
Bruno Manetti,"Rs.1,600.00",Mid Ankle-Length Zip Closure Boots,"['https://assets.ajio.com/medias/sys_master/root/20230602/c9qJ/647955ac42f9e729d710f039/bruno_manetti_black_mid_ankle-length_zip_closure_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/c9qJ/647955ac42f9e729d710f02a/bruno_manetti_black_mid_ankle-length_zip_closure_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/c9qJ/647955ac42f9e729d710f026/bruno_manetti_black_mid_ankle-length_zip_closure_boots.jpg']"
FAUSTO,"Rs.1,699.00",Slip-On Ankle-Length Chelsea Boots,"['https://assets.ajio.com/medias/sys_master/root/20220705/LATx/62c453daf997dd03e2bc4601/fausto_black_slip-on_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220705/LATx/62c453daf997dd03e2bc45fd/fausto_black_slip-on_ankle-length_chelsea_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220705/LATx/62c453daf997dd03e2bc45fc/fausto_black_slip-on_ankle-length_chelsea_boots.jpg']"
FAUSTO,"Rs.1,099.00",Flat Heel Boots with Lace Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230602/chBA/64797203d55b7d0c633ea050/fausto_brown_flat_heel_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/chBA/64797203d55b7d0c633ea044/fausto_brown_flat_heel_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/chBA/64797203d55b7d0c633ea041/fausto_brown_flat_heel_boots_with_lace_fastening.jpg']"
LOUIS STITCH,"Rs.3,780.00",Ankle-Length Lace-up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230809/PNVp/64d2c1e0eebac147fcb656d5/louis_stitch_obsidian_black_ankle-length_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/PNVp/64d2c1e0eebac147fcb656c8/louis_stitch_obsidian_black_ankle-length_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/PNVp/64d2c1e0eebac147fcb656c6/louis_stitch_obsidian_black_ankle-length_lace-up_boots_.jpg']"
DELIZE,"Rs.4,550.00",Lace-up Boots with Genuine Leather Upper,"['https://assets.ajio.com/medias/sys_master/root/20230218/4CiL/63f06e0daeb26924e3792125/delize_dark_grey_lace-up_boots_with_genuine_leather_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/4CiL/63f06e0daeb26924e3792112/delize_dark_grey_lace-up_boots_with_genuine_leather_upper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/4CiL/63f06e0daeb26924e379210b/delize_dark_grey_lace-up_boots_with_genuine_leather_upper.jpg']"
shences,"Rs.1,700.00",Round-Toe Ankle-Length Lace-Up Boots,"['https://assets.ajio.com/medias/sys_master/root/20220806/quYl/62ee39f2aeb26921afcddcd3/shences_brown_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/quYl/62ee39f2aeb26921afcddccb/shences_brown_round-toe_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/quYl/62ee39f2aeb26921afcddcc6/shences_brown_round-toe_ankle-length_lace-up_boots.jpg']"
ECCO,"Rs.15,999.00",Ankle-Length Boots with Side-Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230615/TMnd/648b3cc242f9e729d745e224/ecco_sierra_ankle-length_boots_with_side-zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230615/TMnd/648b3cc242f9e729d745e210/ecco_sierra_ankle-length_boots_with_side-zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230615/TMnd/648b3cc242f9e729d745e20c/ecco_sierra_ankle-length_boots_with_side-zip_closure.jpg']"
LOUIS STITCH,"Rs.3,780.00",Ankle-Length Lace-up Boots,"['https://assets.ajio.com/medias/sys_master/root/20230808/jPfH/64d24667a9b42d15c998ea1c/louis_stitch_obsidian_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230808/jPfH/64d24667a9b42d15c998ea0e/louis_stitch_obsidian_black_ankle-length_lace-up_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230808/jPfH/64d24667a9b42d15c998ea0a/louis_stitch_obsidian_black_ankle-length_lace-up_boots.jpg']"
DELIZE,"Rs.3,000.00",Textured Plain-Toe Ankle-Length Boots ,"['https://assets.ajio.com/medias/sys_master/root/20221102/uKAp/63625baef997ddfdbd5139d3/delize_brown_textured_plain-toe_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/uKAp/63625baef997ddfdbd5139bc/delize_brown_textured_plain-toe_ankle-length_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221102/uKAp/63625baef997ddfdbd5139b7/delize_brown_textured_plain-toe_ankle-length_boots_.jpg']"
Hirel's,"Rs.1,650.00",Ankle Length Chelsea Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220804/prNt/62eb77deaeb26921afc46be2/hirel%27s_tan_ankle_length_chelsea_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220804/prNt/62eb77deaeb26921afc46bd2/hirel%27s_tan_ankle_length_chelsea_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220804/prNt/62eb77deaeb26921afc46bcd/hirel%27s_tan_ankle_length_chelsea_boots_.jpg']"
shences,"Rs.1,800.00",Panelled Lace-up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20220806/TTyu/62ee38f8f997dd03e22af062/shences_tan_panelled_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/TTyu/62ee38f8f997dd03e22af056/shences_tan_panelled_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220806/TTyu/62ee38f8f997dd03e22af053/shences_tan_panelled_lace-up_boots_.jpg']"
DELIZE,"Rs.5,000.00",Textured Plain-Toe Boots with Zip,"['https://assets.ajio.com/medias/sys_master/root/20230218/mZrG/63f06cdaaeb26924e378ff85/delize_brown_textured_plain-toe_boots_with_zip.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/mZrG/63f06cdaaeb26924e378ff76/delize_brown_textured_plain-toe_boots_with_zip.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230218/mZrG/63f06cdaaeb26924e378ff72/delize_brown_textured_plain-toe_boots_with_zip.jpg']"
MIJAS,Rs.839.00,Mid-Calf Boots with Lace Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230621/vZZC/64929d7f42f9e729d76af28d/mijas_grey_mid-calf_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/vZZC/64929d7f42f9e729d76af281/mijas_grey_mid-calf_boots_with_lace_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230621/vZZC/64929d7f42f9e729d76af27e/mijas_grey_mid-calf_boots_with_lace_fastening.jpg']"
FAUSTO,"Rs.1,799.00",Croc-Embossed Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230526/Eid7/6470529b42f9e729d7e5affc/fausto_brown_croc-embossed_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/Eid7/6470529b42f9e729d7e5afe8/fausto_brown_croc-embossed_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/Eid7/6470529b42f9e729d7e5afe4/fausto_brown_croc-embossed_ankle-length_boots.jpg']"
FAUSTO,"Rs.2,299.00",Chelsea Boots with Zip Fastening,"['https://assets.ajio.com/medias/sys_master/root/20230628/MIDl/649bb988eebac147fc1e1eae/fausto_tan_chelsea_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/MIDl/649bb988eebac147fc1e1e9a/fausto_tan_chelsea_boots_with_zip_fastening.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230628/MIDl/649bb988eebac147fc1e1e95/fausto_tan_chelsea_boots_with_zip_fastening.jpg']"
CLOGGER INTERNATIONAL,"Rs.1,039.00",Lace Fastening Flat Heels Shoes,"['https://assets.ajio.com/medias/sys_master/root/20230511/8P1Z/645bf842d55b7d0c63a2b5a6/clogger_international_tan_lace_fastening_flat_heels_shoes.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230511/8P1Z/645bf842d55b7d0c63a2b58f/clogger_international_tan_lace_fastening_flat_heels_shoes.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230511/8P1Z/645bf842d55b7d0c63a2b58a/clogger_international_tan_lace_fastening_flat_heels_shoes.jpg']"
FENTACIA,"Rs.1,500.00",Ankle-Length Boots with Zipper,"['https://assets.ajio.com/medias/sys_master/root/20230526/bm3j/64702d8342f9e729d7e0d0f4/fentacia_tan_ankle-length_boots_with_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/bm3j/64702d8342f9e729d7e0d0e6/fentacia_tan_ankle-length_boots_with_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/bm3j/64702d8342f9e729d7e0d0e3/fentacia_tan_ankle-length_boots_with_zipper.jpg']"
LONDON RAG,"Rs.6,499.00",Women Embellished Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20230809/2aAD/64d3148fa9b42d15c99b54c5/london_rag_white_women_embellished_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/2aAD/64d3148fa9b42d15c99b54b9/london_rag_white_women_embellished_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/2aAD/64d3148fa9b42d15c99b54b6/london_rag_white_women_embellished_mid-calf_boots.jpg']"
Metro,"Rs.4,990.00",Quilted Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20230816/JPgF/64dc9775eebac147fccbbe77/metro_copper_quilted_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230816/JPgF/64dc9775eebac147fccbbe68/metro_copper_quilted_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230816/JPgF/64dc9775eebac147fccbbe64/metro_copper_quilted_mid-calf_boots.jpg']"
ALDO,"Rs.10,000.00",Slip-On Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230322/ETEi/641afbe8907deb497aa73a45/aldo_silver-toned_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230322/ETEi/641afbe8907deb497aa73a2d/aldo_silver-toned_slip-on_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230322/ETEi/641afbe8907deb497aa73a2a/aldo_silver-toned_slip-on_ankle-length_boots.jpg']"
DELIZE,"Rs.4,290.00",Knee-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20230602/SEBf/647963db42f9e729d712d4b3/delize_brown_knee-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/SEBf/647963db42f9e729d712d49f/delize_brown_knee-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230602/SEBf/647963db42f9e729d712d49a/delize_brown_knee-length_boots_with_zip_closure.jpg']"
BIG BANYAN,"Rs.1,295.00",Block Heeled Ankle-Length Boots with Zip Closure,"['https://assets.ajio.com/medias/sys_master/root/20220603/adIz/62991739aeb26921af08aff0/big_banyan_tan_block_heeled_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220603/adIz/62991739aeb26921af08afec/big_banyan_tan_block_heeled_ankle-length_boots_with_zip_closure.jpg', 'https://assets.ajio.com/medias/sys_master/root/20220603/adIz/62991739aeb26921af08afeb/big_banyan_tan_block_heeled_ankle-length_boots_with_zip_closure.jpg']"
Shoetopia,"Rs.1,410.00",Mid-Calf Lace-Up Boots ,"['https://assets.ajio.com/medias/sys_master/root/20230624/jcPC/649682aca9b42d15c9e09af2/shoetopia_black_mid-calf_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/jcPC/649682aca9b42d15c9e09ae2/shoetopia_black_mid-calf_lace-up_boots_.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/jcPC/649682aca9b42d15c9e09ade/shoetopia_black_mid-calf_lace-up_boots_.jpg']"
Shoetopia,"Rs.1,048.00",Round-Toe Knee-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230525/Wi3B/646f41b5d55b7d0c63f36771/shoetopia_brown_round-toe_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230525/Wi3B/646f41b5d55b7d0c63f36762/shoetopia_brown_round-toe_knee-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230525/Wi3B/646f41b5d55b7d0c63f3675d/shoetopia_brown_round-toe_knee-length_boots.jpg']"
Flat n Heels,"Rs.1,520.00",Ankle-Length Lace-Up Boots with Side Zipper,"['https://assets.ajio.com/medias/sys_master/root/20221012/JRA0/634701f3f997ddfdbd24fae6/flat_n_heels_black_ankle-length_lace-up_boots_with_side_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221012/JRA0/634701f3f997ddfdbd24fad1/flat_n_heels_black_ankle-length_lace-up_boots_with_side_zipper.jpg', 'https://assets.ajio.com/medias/sys_master/root/20221012/JRA0/634701f3f997ddfdbd24facc/flat_n_heels_black_ankle-length_lace-up_boots_with_side_zipper.jpg']"
Gardin,"Rs.1,750.00",Round-Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230624/n6LS/64966c02eebac147fcf32721/gardin_black_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/n6LS/64966c02eebac147fcf32711/gardin_black_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230624/n6LS/64966c02eebac147fcf3270b/gardin_black_round-toe_ankle-length_boots.jpg']"
LONDON RAG,"Rs.5,719.00",Knee-Length Slip-On Boots,"['https://assets.ajio.com/medias/sys_master/root/20230807/3l6R/64d12d1deebac147fcafb65d/london_rag_burgundy_knee-length_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230807/3l6R/64d12d1deebac147fcafb646/london_rag_burgundy_knee-length_slip-on_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230807/3l6R/64d12d1deebac147fcafb640/london_rag_burgundy_knee-length_slip-on_boots.jpg']"
LONDON RAG,"Rs.7,474.00",Croc-Embossed Platform Heeled Boots,"['https://assets.ajio.com/medias/sys_master/root/20230404/dAH8/642bed47907deb497ac79cc6/london_rag_burgundy_croc-embossed_platform_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230404/dAH8/642bed47907deb497ac79cb6/london_rag_burgundy_croc-embossed_platform_heeled_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230404/dAH8/642bed47907deb497ac79cac/london_rag_burgundy_croc-embossed_platform_heeled_boots.jpg']"
LONDON RAG,"Rs.7,474.00",Espiree High Heeled Ankle Boots,"['https://assets.ajio.com/medias/sys_master/root/20230404/tZZM/642bed5a711cf97ba7076d7a/london_rag_brown_espiree_high_heeled_ankle_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230404/tZZM/642bed5a711cf97ba7076d6a/london_rag_brown_espiree_high_heeled_ankle_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230404/tZZM/642bed5a711cf97ba7076d66/london_rag_brown_espiree_high_heeled_ankle_boots.jpg']"
LONDON RAG,"Rs.5,654.00",Women Block Heel Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20230809/HoT1/64d297e7a9b42d15c99a4a1b/london_rag_tan_women_block_heel_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/HoT1/64d297e7a9b42d15c99a4a09/london_rag_tan_women_block_heel_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/HoT1/64d297e7a9b42d15c99a4a04/london_rag_tan_women_block_heel_mid-calf_boots.jpg']"
LONDON RAG,"Rs.5,134.00",Women Pointed-Toe Stiletto Mid-Calf Boots,"['https://assets.ajio.com/medias/sys_master/root/20230809/PmVT/64d29a68eebac147fcb5d39b/london_rag_red_women_pointed-toe_stiletto_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/PmVT/64d29a68eebac147fcb5d38e/london_rag_red_women_pointed-toe_stiletto_mid-calf_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230809/PmVT/64d29a68eebac147fcb5d38a/london_rag_red_women_pointed-toe_stiletto_mid-calf_boots.jpg']"
MIJAS,"Rs.1,999.00",Round-Toe Ankle-Length Boots,"['https://assets.ajio.com/medias/sys_master/root/20230526/6Qb8/64703ff542f9e729d7e33dd8/mijas_peach_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/6Qb8/64703ff542f9e729d7e33dcb/mijas_peach_round-toe_ankle-length_boots.jpg', 'https://assets.ajio.com/medias/sys_master/root/20230526/6Qb8/64703ff542f9e729d7e33dc8/mijas_peach_round-toe_ankle-length_boots.jpg']"
